"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Mount Merrion, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Portmarnock, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rathcoole, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rush, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Saggart, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Sandycove, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Shankill, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Skerries, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Stepaside, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Stillorgan, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Swords, Dublin","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","I.F.S.C., Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Parnell Street, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Spencer Dock, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Summerhill, Dublin 1","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Aungier Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Charlemont Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Grand Canal Dock, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Grand Canal Square, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Hanover Quay, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Lower Mount Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Pearse Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Temple Bar, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Townsend Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clonliffe, Dublin 3","Euro","1163.38"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clontarf, Dublin 3","Euro","969.3"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Drumcondra, Dublin 3","Euro","974.16"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","East Wall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Fairview, Dublin 3","Euro","1137.61"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Marino, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","North Strand, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballsbridge, Dublin 4","Euro","1234.32"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Donnybrook, Dublin 4","Euro","1264.6"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Irishtown, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Merrion, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Pembroke, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ringsend, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Sandymount, Dublin 4","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Artane, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Killester, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Raheny, Dublin 5","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dartry, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Harolds Cross, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Milltown, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ranelagh, Dublin 6","Euro","1140.41"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rathgar, Dublin 6","Euro","1200.83"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rathmines, Dublin 6","Euro","1140.41"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Terenure, Dublin 6","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Harolds Cross, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Templeogue, Dublin 6W","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Terenure, Dublin 6W","Euro","1162.54"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Arbour Hill, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Cabra, Dublin 7","Euro","1024.8"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Navan Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","North Circular Road, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Phibsboro, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Smithfield, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Stoneybatter, Dublin 7","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Christchurch, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Cork Street, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Inchicore, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Islandbridge, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Kilmainham , Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Portobello, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rialto, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","South Circular Road, Dublin 8","Euro","1133.64"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","The Coombe, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballymun, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Beaumont, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Drumcondra, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Glasnevin, Dublin 9","Euro","1010.41"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Santry, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Whitehall, Dublin 9","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballyfermot, Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Cherry Orchard, Dublin 10","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballymun, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Finglas, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Glasnevin, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Meakstown, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","St Margarets Road, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Crumlin, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Drimnagh, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Kimmage, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Walkinstown, Dublin 12","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Baldoyle, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Balgriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clongriffin, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Donaghmede, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Sutton, Dublin 13","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Churchtown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clonskeagh, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dundrum, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Goatstown, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rathfarnham, Dublin 14","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ashtown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Blanchardstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Carpenterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Castleknock, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clonee, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clonsilla, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Coolmine, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Mulhuddart, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ongar, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Porterstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Royal Canal Park, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Tyrrelstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballinteer, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dundrum, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Knocklyon, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Rathfarnham, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Sandyford, Dublin 16","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Malahide Road, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Cabinteely, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Carrickmines, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Foxrock, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Leopardstown, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Sandyford, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Stepaside, Dublin 18","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Chapelizod, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Palmerstown, Dublin 20","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clondalkin, Dublin 22","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballycullen, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Citywest, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Firhouse, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Tallaght, Dublin 24","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Galway","Euro","811.64"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Galway City","Euro","831.69"
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Athenry, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballinasloe, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballybane, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Ballybrit, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Barna, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Bohermore, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Claregalway, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Clifden, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Doughiska, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Gort, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Headford, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Knocknacarra, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Loughrea, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Mervue, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Monivea, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Moycullen, Galway","Euro",""
"RTB Average Monthly Rent Report","2022Q4","One bed","Other flats","Newcastle, Galway","Euro",""
